s1_t,s1_v,s1_data,s2_t,s2_v,s2_data,s3_t,s3_v,s3_data,s4_t,s4_v,s4_data,ancient,efficiency,set,slot,grade,level,m_t,i_t,i_v
CDmg,4,"{""enchanted"":false,""gvalue"":0}",DEF%,12,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",FALSE,64.8,Violent,5,6,6,HP flat,,0
ACC,6,"{""enchanted"":false,""gvalue"":0}",CDmg,17,"{""enchanted"":false,""gvalue"":0}",ATK flat,10,"{""enchanted"":false,""gvalue"":0}",ATK%,8,"{""enchanted"":false,""gvalue"":0}",FALSE,67.35,Violent,5,6,12,HP flat,,0
RES,15,"{""enchanted"":false,""gvalue"":0}",ATK%,11,"{""enchanted"":false,""gvalue"":0}",HP%,16,"{""enchanted"":false,""gvalue"":0}",ATK flat,10,"{""enchanted"":false,""gvalue"":0}",FALSE,76.79,Violent,5,6,15,HP flat,DEF flat,10
ACC,14,"{""enchanted"":false,""gvalue"":0}",DEF%,27,"{""enchanted"":false,""gvalue"":7}",SPD,8,"{""enchanted"":false,""gvalue"":2}",HP%,10,"{""enchanted"":true,""gvalue"":5}",FALSE,90.77,Violent,5,6,12,HP flat,,0
DEF%,19,"{""enchanted"":false,""gvalue"":4}",CRate,10,"{""enchanted"":false,""gvalue"":0}",ATK%,15,"{""enchanted"":true,""gvalue"":4}",SPD,18,"{""enchanted"":false,""gvalue"":3}",FALSE,104.76,Violent,5,6,15,HP flat,ACC,6
DEF%,6,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",CDmg,14,"{""enchanted"":false,""gvalue"":0}",ATK%,7,"{""enchanted"":false,""gvalue"":0}",FALSE,73.51,Violent,5,6,15,HP flat,,0
HP%,20,"{""enchanted"":false,""gvalue"":6}",SPD,11,"{""enchanted"":false,""gvalue"":0}",ATK%,19,"{""enchanted"":false,""gvalue"":5}",DEF flat,18,"{""enchanted"":false,""gvalue"":0}",FALSE,86.85,Violent,6,6,12,RES,,0
DEF%,7,"{""enchanted"":false,""gvalue"":0}",CDmg,22,"{""enchanted"":false,""gvalue"":0}",DEF flat,18,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",FALSE,76.85,Violent,6,6,12,ATK%,HP%,5
SPD,15,"{""enchanted"":false,""gvalue"":0}",DEF%,14,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,81.13,Violent,6,6,12,RES,ATK flat,11
ATK%,20,"{""enchanted"":false,""gvalue"":0}",HP%,11,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",RES,6,"{""enchanted"":false,""gvalue"":0}",FALSE,78.21,Violent,6,6,12,DEF%,ATK flat,13
HP%,11,"{""enchanted"":false,""gvalue"":0}",DEF flat,12,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":false,""gvalue"":0}",FALSE,75.99,Violent,6,6,12,RES,CDmg,5
CRate,5,"{""enchanted"":false,""gvalue"":0}",ATK flat,14,"{""enchanted"":false,""gvalue"":0}",DEF%,25,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,66.49,Violent,6,6,9,ATK%,,0
SPD,15,"{""enchanted"":false,""gvalue"":0}",DEF flat,12,"{""enchanted"":false,""gvalue"":0}",ATK%,15,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,74.21,Violent,6,6,9,RES,CDmg,5
HP%,20,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",ATK flat,14,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,69.51,Violent,6,6,9,DEF%,HP flat,161
HP%,5,"{""enchanted"":false,""gvalue"":0}",RES,5,"{""enchanted"":false,""gvalue"":0}",DEF flat,11,"{""enchanted"":false,""gvalue"":0}",DEF%,6,"{""enchanted"":false,""gvalue"":0}",FALSE,51.96,Violent,6,6,0,ACC,,0
CRate,10,"{""enchanted"":false,""gvalue"":0}",DEF flat,12,"{""enchanted"":false,""gvalue"":0}",SPD,16,"{""enchanted"":false,""gvalue"":0}",HP%,6,"{""enchanted"":false,""gvalue"":0}",FALSE,81.31,Violent,6,6,12,DEF%,ATK%,8
HP%,19,"{""enchanted"":false,""gvalue"":5}",ATK%,12,"{""enchanted"":true,""gvalue"":5}",SPD,19,"{""enchanted"":false,""gvalue"":3}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,99.11,Nemesis,1,6,12,ATK flat,RES,8
SPD,18,"{""enchanted"":false,""gvalue"":0}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,81.55,Nemesis,1,6,9,ATK flat,HP%,6
ACC,14,"{""enchanted"":false,""gvalue"":0}",SPD,12,"{""enchanted"":false,""gvalue"":0}",HP%,26,"{""enchanted"":false,""gvalue"":6}",CRate,4,"{""enchanted"":false,""gvalue"":0}",FALSE,91.93,Nemesis,1,6,12,ATK flat,HP flat,153
SPD,17,"{""enchanted"":false,""gvalue"":0}",CRate,11,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",HP%,6,"{""enchanted"":false,""gvalue"":0}",FALSE,83.18,Nemesis,1,6,12,ATK flat,HP flat,279
HP%,14,"{""enchanted"":false,""gvalue"":7}",RES,8,"{""enchanted"":true,""gvalue"":0}",ATK%,17,"{""enchanted"":false,""gvalue"":6}",SPD,19,"{""enchanted"":false,""gvalue"":4}",FALSE,97.24,Nemesis,1,6,12,ATK flat,CDmg,4
HP%,13,"{""enchanted"":false,""gvalue"":0}",SPD,20,"{""enchanted"":false,""gvalue"":3}",CRate,4,"{""enchanted"":false,""gvalue"":0}",HP flat,428,"{""enchanted"":false,""gvalue"":0}",FALSE,79.97,Nemesis,1,6,12,ATK flat,,0
ATK%,5,"{""enchanted"":false,""gvalue"":0}",CDmg,11,"{""enchanted"":false,""gvalue"":0}",RES,13,"{""enchanted"":false,""gvalue"":0}",ACC,20,"{""enchanted"":false,""gvalue"":0}",FALSE,88.01,Nemesis,1,6,12,ATK flat,CRate,6
ACC,11,"{""enchanted"":false,""gvalue"":0}",SPD,5,"{""enchanted"":false,""gvalue"":0}",ATK%,20,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,70.69,Nemesis,1,6,9,ATK flat,HP flat,141
CRate,10,"{""enchanted"":false,""gvalue"":0}",HP%,11,"{""enchanted"":false,""gvalue"":0}",ATK%,13,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,74.15,Nemesis,1,6,9,ATK flat,CDmg,5
HP%,11,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",SPD,16,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,71.73,Nemesis,1,6,9,ATK flat,,0
SPD,6,"{""enchanted"":false,""gvalue"":0}",ATK%,6,"{""enchanted"":false,""gvalue"":0}",HP%,6,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,58.93,Nemesis,1,6,0,ATK flat,RES,6
ATK%,6,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,52.98,Nemesis,1,6,0,ATK flat,,0
DEF%,11,"{""enchanted"":false,""gvalue"":3}",CDmg,16,"{""enchanted"":false,""gvalue"":0}",HP%,12,"{""enchanted"":false,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",FALSE,87.52,Nemesis,2,6,12,ATK%,ATK flat,17
HP%,13,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",RES,18,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,70.54,Nemesis,2,6,9,SPD,,0
DEF%,11,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",HP%,16,"{""enchanted"":false,""gvalue"":4}",CRate,4,"{""enchanted"":false,""gvalue"":0}",FALSE,81.85,Nemesis,3,6,12,DEF flat,ACC,6
HP%,20,"{""enchanted"":false,""gvalue"":7}",DEF%,23,"{""enchanted"":false,""gvalue"":7}",SPD,14,"{""enchanted"":false,""gvalue"":3}",CRate,6,"{""enchanted"":false,""gvalue"":0}",FALSE,102,Nemesis,3,6,12,DEF flat,CDmg,4
SPD,15,"{""enchanted"":false,""gvalue"":3}",HP%,30,"{""enchanted"":false,""gvalue"":6}",CRate,5,"{""enchanted"":false,""gvalue"":0}",DEF%,12,"{""enchanted"":true,""gvalue"":4}",FALSE,97.02,Nemesis,3,6,12,DEF flat,,0
CDmg,16,"{""enchanted"":false,""gvalue"":0}",CRate,12,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,80.61,Nemesis,3,6,9,DEF flat,ACC,8
CRate,16,"{""enchanted"":false,""gvalue"":0}",SPD,5,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,78.57,Nemesis,3,6,9,DEF flat,ACC,7
DEF%,19,"{""enchanted"":false,""gvalue"":0}",ACC,7,"{""enchanted"":false,""gvalue"":0}",CRate,11,"{""enchanted"":false,""gvalue"":0}",SPD,4,"{""enchanted"":false,""gvalue"":0}",FALSE,81.25,Nemesis,3,6,12,DEF flat,RES,5
DEF%,23,"{""enchanted"":false,""gvalue"":0}",CDmg,4,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":false,""gvalue"":0}",HP flat,148,"{""enchanted"":false,""gvalue"":0}",FALSE,79.3,Nemesis,3,6,12,DEF flat,CRate,5
CDmg,4,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":3}",HP%,21,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,82.36,Nemesis,3,6,12,DEF flat,,0
SPD,6,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,54.46,Nemesis,3,6,0,DEF flat,,0
CRate,6,"{""enchanted"":false,""gvalue"":0}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",RES,4,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,51.53,Nemesis,3,6,0,DEF flat,,0
RES,11,"{""enchanted"":false,""gvalue"":0}",CRate,12,"{""enchanted"":false,""gvalue"":0}",HP%,12,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,77.68,Nemesis,4,6,9,CDmg,ACC,8
ACC,7,"{""enchanted"":false,""gvalue"":0}",SPD,13,"{""enchanted"":false,""gvalue"":3}",ATK%,26,"{""enchanted"":false,""gvalue"":6}",ATK flat,13,"{""enchanted"":false,""gvalue"":0}",FALSE,89.1,Nemesis,4,6,12,DEF%,CDmg,6
SPD,16,"{""enchanted"":false,""gvalue"":4}",ATK%,29,"{""enchanted"":false,""gvalue"":6}",RES,12,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":true,""gvalue"":6}",FALSE,102.98,Nemesis,5,6,12,HP flat,,0
HP%,10,"{""enchanted"":false,""gvalue"":4}",CDmg,14,"{""enchanted"":false,""gvalue"":0}",SPD,19,"{""enchanted"":false,""gvalue"":3}",DEF%,20,"{""enchanted"":false,""gvalue"":5}",FALSE,101.73,Nemesis,5,6,12,HP flat,DEF flat,13
ATK%,13,"{""enchanted"":false,""gvalue"":7}",SPD,15,"{""enchanted"":false,""gvalue"":3}",CRate,15,"{""enchanted"":false,""gvalue"":0}",HP%,15,"{""enchanted"":true,""gvalue"":5}",FALSE,96.43,Nemesis,5,6,12,HP flat,,0
DEF%,31,"{""enchanted"":false,""gvalue"":10}",SPD,12,"{""enchanted"":false,""gvalue"":3}",ATK%,20,"{""enchanted"":false,""gvalue"":7}",HP%,17,"{""enchanted"":true,""gvalue"":7}",FALSE,110.71,Nemesis,5,6,15,HP flat,,0
CDmg,13,"{""enchanted"":false,""gvalue"":0}",SPD,12,"{""enchanted"":false,""gvalue"":3}",CRate,11,"{""enchanted"":false,""gvalue"":0}",ATK%,18,"{""enchanted"":false,""gvalue"":6}",FALSE,97.79,Nemesis,5,6,12,HP flat,HP%,6
CRate,10,"{""enchanted"":false,""gvalue"":0}",SPD,8,"{""enchanted"":false,""gvalue"":0}",ATK%,16,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,71.43,Nemesis,5,6,9,HP flat,,0
RES,11,"{""enchanted"":false,""gvalue"":0}",HP%,8,"{""enchanted"":false,""gvalue"":0}",DEF%,13,"{""enchanted"":true,""gvalue"":6}",SPD,19,"{""enchanted"":false,""gvalue"":2}",FALSE,92.26,Nemesis,5,6,12,HP flat,ATK%,6
SPD,14,"{""enchanted"":false,""gvalue"":3}",HP%,7,"{""enchanted"":false,""gvalue"":0}",ATK%,21,"{""enchanted"":false,""gvalue"":5}",CRate,6,"{""enchanted"":false,""gvalue"":0}",FALSE,87.56,Nemesis,5,6,12,HP flat,ATK flat,17
CRate,15,"{""enchanted"":false,""gvalue"":0}",DEF%,5,"{""enchanted"":false,""gvalue"":0}",CDmg,12,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,72.07,Nemesis,5,6,9,HP flat,ATK flat,10
DEF%,12,"{""enchanted"":false,""gvalue"":0}",SPD,9,"{""enchanted"":false,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",HP flat,252,"{""enchanted"":false,""gvalue"":0}",FALSE,77.7,Nemesis,6,6,9,RES,ATK%,7
CDmg,5,"{""enchanted"":false,""gvalue"":0}",DEF%,8,"{""enchanted"":false,""gvalue"":0}",ATK%,26,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,71.17,Nemesis,6,6,9,HP%,,0
SPD,5,"{""enchanted"":false,""gvalue"":0}",ATK flat,20,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,51.19,Nemesis,6,6,0,ACC,,0
ATK%,7,"{""enchanted"":false,""gvalue"":0}",CDmg,10,"{""enchanted"":false,""gvalue"":0}",SPD,16,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,71.22,Will,1,6,9,ATK flat,,0
SPD,12,"{""enchanted"":false,""gvalue"":0}",CDmg,12,"{""enchanted"":false,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,81.29,Will,1,6,9,ATK flat,HP%,8
SPD,10,"{""enchanted"":false,""gvalue"":0}",ATK%,20,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,79.76,Will,1,6,9,ATK flat,HP%,8
CDmg,11,"{""enchanted"":false,""gvalue"":0}",ATK%,16,"{""enchanted"":false,""gvalue"":0}",CRate,12,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,75.51,Will,1,6,9,ATK flat,,0
SPD,10,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",RES,14,"{""enchanted"":false,""gvalue"":0}",HP%,15,"{""enchanted"":false,""gvalue"":0}",FALSE,86.78,Will,1,6,12,ATK flat,CDmg,6
ACC,10,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",ATK%,21,"{""enchanted"":false,""gvalue"":0}",FALSE,75.3,Will,1,6,12,ATK flat,,0
ATK%,7,"{""enchanted"":false,""gvalue"":0}",RES,13,"{""enchanted"":false,""gvalue"":0}",CDmg,9,"{""enchanted"":false,""gvalue"":0}",HP%,20,"{""enchanted"":false,""gvalue"":0}",FALSE,87.76,Will,1,6,12,ATK flat,SPD,6
SPD,9,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",ATK%,22,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,72.19,Will,1,6,9,ATK flat,,0
ATK%,22,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":false,""gvalue"":0}",SPD,9,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,71.43,Will,1,6,9,ATK flat,,0
ATK%,6,"{""enchanted"":false,""gvalue"":0}",CDmg,12,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",FALSE,78.32,Will,1,6,12,ATK flat,,0
ATK%,22,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",HP flat,651,"{""enchanted"":false,""gvalue"":0}",ACC,11,"{""enchanted"":false,""gvalue"":0}",FALSE,82.6,Will,1,6,12,ATK flat,CDmg,4
CDmg,13,"{""enchanted"":false,""gvalue"":0}",RES,17,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",ACC,4,"{""enchanted"":false,""gvalue"":0}",FALSE,81.12,Will,1,6,9,ATK flat,ATK%,7
HP%,16,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",RES,11,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,77.68,Will,1,6,9,ATK flat,CRate,5
HP flat,206,"{""enchanted"":false,""gvalue"":0}",ACC,13,"{""enchanted"":false,""gvalue"":0}",HP%,22,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,68.93,Will,1,6,9,ATK flat,,0
ACC,6,"{""enchanted"":false,""gvalue"":0}",SPD,17,"{""enchanted"":false,""gvalue"":3}",HP%,16,"{""enchanted"":false,""gvalue"":3}",HP flat,527,"{""enchanted"":false,""gvalue"":368}",FALSE,84.19,Will,1,6,12,ATK flat,RES,4
ACC,15,"{""enchanted"":false,""gvalue"":0}",HP flat,447,"{""enchanted"":false,""gvalue"":0}",SPD,4,"{""enchanted"":false,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",FALSE,65.27,Will,1,6,6,ATK flat,,0
HP flat,484,"{""enchanted"":false,""gvalue"":339}",HP%,7,"{""enchanted"":true,""gvalue"":0}",SPD,17,"{""enchanted"":false,""gvalue"":2}",DEF%,24,"{""enchanted"":false,""gvalue"":4}",FALSE,88.24,Will,2,6,15,ATK%,,0
HP%,7,"{""enchanted"":false,""gvalue"":0}",RES,17,"{""enchanted"":false,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,69.05,Will,2,6,9,DEF%,,0
DEF%,14,"{""enchanted"":false,""gvalue"":0}",ATK%,14,"{""enchanted"":false,""gvalue"":0}",RES,12,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,71.43,Will,2,6,9,HP%,,0
CRate,6,"{""enchanted"":false,""gvalue"":0}",RES,28,"{""enchanted"":false,""gvalue"":0}",HP%,6,"{""enchanted"":false,""gvalue"":0}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",FALSE,83,Will,3,6,12,DEF flat,HP flat,278
DEF%,6,"{""enchanted"":false,""gvalue"":0}",HP%,8,"{""enchanted"":false,""gvalue"":0}",CDmg,12,"{""enchanted"":false,""gvalue"":0}",HP flat,679,"{""enchanted"":false,""gvalue"":0}",FALSE,72.28,Will,3,6,9,DEF flat,ACC,6
ACC,13,"{""enchanted"":false,""gvalue"":0}",DEF%,12,"{""enchanted"":false,""gvalue"":0}",HP flat,397,"{""enchanted"":false,""gvalue"":0}",CDmg,10,"{""enchanted"":false,""gvalue"":0}",FALSE,72.02,Will,3,6,12,DEF flat,,0
CDmg,18,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",ACC,11,"{""enchanted"":false,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",FALSE,82.36,Will,3,6,12,DEF flat,DEF%,6
CDmg,10,"{""enchanted"":false,""gvalue"":0}",HP%,15,"{""enchanted"":false,""gvalue"":0}",DEF%,17,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",FALSE,81.63,Will,3,6,12,DEF flat,,0
SPD,12,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":false,""gvalue"":0}",CRate,11,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,74.7,Will,3,6,9,DEF flat,,0
ACC,16,"{""enchanted"":false,""gvalue"":0}",SPD,17,"{""enchanted"":false,""gvalue"":3}",HP%,5,"{""enchanted"":false,""gvalue"":0}",CDmg,4,"{""enchanted"":false,""gvalue"":0}",FALSE,78.78,Will,3,6,15,DEF flat,,0
CRate,10,"{""enchanted"":false,""gvalue"":0}",DEF%,8,"{""enchanted"":false,""gvalue"":0}",HP flat,502,"{""enchanted"":false,""gvalue"":0}",RES,11,"{""enchanted"":false,""gvalue"":0}",FALSE,69.36,Will,3,6,9,DEF flat,,0
HP%,6,"{""enchanted"":false,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",CDmg,19,"{""enchanted"":false,""gvalue"":0}",SPD,4,"{""enchanted"":false,""gvalue"":0}",FALSE,77.13,Will,3,6,12,DEF flat,,0
ACC,9,"{""enchanted"":false,""gvalue"":0}",CDmg,14,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",CRate,16,"{""enchanted"":false,""gvalue"":0}",FALSE,84.23,Will,3,6,12,DEF flat,,0
HP%,18,"{""enchanted"":false,""gvalue"":5}",SPD,16,"{""enchanted"":false,""gvalue"":2}",HP flat,636,"{""enchanted"":true,""gvalue"":429}",DEF%,12,"{""enchanted"":false,""gvalue"":7}",FALSE,94.75,Will,3,6,15,DEF flat,RES,8
HP flat,286,"{""enchanted"":false,""gvalue"":0}",HP%,30,"{""enchanted"":false,""gvalue"":0}",SPD,5,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",FALSE,82.78,Will,3,6,12,DEF flat,RES,5
HP%,10,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,66.96,Will,3,6,9,DEF flat,,0
HP%,11,"{""enchanted"":false,""gvalue"":5}",CRate,16,"{""enchanted"":false,""gvalue"":0}",DEF%,13,"{""enchanted"":false,""gvalue"":0}",RES,7,"{""enchanted"":false,""gvalue"":0}",FALSE,82.44,Will,4,6,15,CDmg,,0
SPD,9,"{""enchanted"":false,""gvalue"":0}",HP%,22,"{""enchanted"":false,""gvalue"":0}",HP flat,220,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,75.31,Will,4,6,9,DEF%,ATK%,8
ATK flat,20,"{""enchanted"":false,""gvalue"":0}",ATK%,14,"{""enchanted"":false,""gvalue"":0}",DEF%,21,"{""enchanted"":false,""gvalue"":0}",HP flat,273,"{""enchanted"":false,""gvalue"":0}",FALSE,80.28,Will,4,6,12,CDmg,ACC,8
CRate,9,"{""enchanted"":false,""gvalue"":0}",SPD,16,"{""enchanted"":false,""gvalue"":0}",HP flat,257,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,67.92,Will,4,6,9,CDmg,,0
HP%,27,"{""enchanted"":false,""gvalue"":7}",CRate,17,"{""enchanted"":false,""gvalue"":0}",ATK%,9,"{""enchanted"":false,""gvalue"":4}",DEF%,14,"{""enchanted"":true,""gvalue"":5}",FALSE,105.36,Will,4,6,12,CDmg,SPD,4
CDmg,19,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",SPD,12,"{""enchanted"":false,""gvalue"":0}",DEF flat,27,"{""enchanted"":false,""gvalue"":0}",FALSE,88.49,Will,4,6,12,ATK%,RES,8
CDmg,4,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,52.76,Will,4,6,0,HP%,HP flat,143
SPD,9,"{""enchanted"":false,""gvalue"":0}",DEF%,27,"{""enchanted"":false,""gvalue"":6}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",ATK flat,19,"{""enchanted"":false,""gvalue"":0}",FALSE,86,Will,5,6,12,HP flat,CRate,5
ATK%,18,"{""enchanted"":false,""gvalue"":6}",DEF%,16,"{""enchanted"":false,""gvalue"":4}",SPD,16,"{""enchanted"":false,""gvalue"":2}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",FALSE,96.73,Will,5,6,15,HP flat,RES,5
ACC,6,"{""enchanted"":false,""gvalue"":0}",RES,14,"{""enchanted"":false,""gvalue"":0}",DEF%,13,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",FALSE,76.79,Will,5,6,8,HP flat,ATK%,5
ACC,16,"{""enchanted"":false,""gvalue"":0}",DEF%,6,"{""enchanted"":false,""gvalue"":0}",SPD,12,"{""enchanted"":false,""gvalue"":0}",ATK flat,17,"{""enchanted"":false,""gvalue"":0}",FALSE,72.68,Will,5,6,12,HP flat,,0
CDmg,18,"{""enchanted"":false,""gvalue"":0}",SPD,9,"{""enchanted"":false,""gvalue"":3}",ATK%,18,"{""enchanted"":false,""gvalue"":4}",HP%,11,"{""enchanted"":true,""gvalue"":6}",FALSE,90.69,Will,5,6,12,HP flat,,0
DEF%,19,"{""enchanted"":false,""gvalue"":4}",ATK%,13,"{""enchanted"":true,""gvalue"":6}",CDmg,14,"{""enchanted"":false,""gvalue"":0}",HP%,26,"{""enchanted"":false,""gvalue"":6}",FALSE,101.79,Will,5,6,12,HP flat,,0
RES,13,"{""enchanted"":false,""gvalue"":0}",CRate,7,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":false,""gvalue"":0}",ATK%,25,"{""enchanted"":false,""gvalue"":0}",TRUE,91.07,Will,5,6,12,HP flat,,0
CRate,5,"{""enchanted"":false,""gvalue"":0}",SPD,20,"{""enchanted"":false,""gvalue"":0}",RES,6,"{""enchanted"":false,""gvalue"":0}",ATK flat,18,"{""enchanted"":false,""gvalue"":0}",FALSE,74.05,Will,5,6,12,HP flat,,0
HP%,24,"{""enchanted"":false,""gvalue"":5}",DEF%,18,"{""enchanted"":false,""gvalue"":5}",ACC,6,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",FALSE,88.93,Will,5,6,12,HP flat,DEF flat,18
CRate,11,"{""enchanted"":false,""gvalue"":0}",DEF%,5,"{""enchanted"":false,""gvalue"":0}",SPD,17,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",FALSE,80.65,Will,5,6,12,HP flat,,0
ACC,20,"{""enchanted"":false,""gvalue"":0}",HP%,14,"{""enchanted"":false,""gvalue"":0}",DEF%,13,"{""enchanted"":true,""gvalue"":5}",SPD,10,"{""enchanted"":false,""gvalue"":0}",FALSE,96.73,Will,5,6,12,HP flat,ATK%,8
CRate,11,"{""enchanted"":false,""gvalue"":0}",RES,4,"{""enchanted"":false,""gvalue"":0}",DEF%,21,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,71.13,Will,5,6,9,HP flat,,0
