s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"DEF%";14;{"enchanted":false,"gvalue":6};"HP%";21;{"enchanted":false,"gvalue":0};"HP flat";497;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":3};"row_285";285;38201501292;0;0;"Inventory";"Inventory";false;88.36;"Vampire";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";"-";"-";14;"-";21;497;14;"-";"Legend";88.36
"HP%";36;{"enchanted":false,"gvalue":6};"RES";8;{"enchanted":false,"gvalue":0};"DEF%";15;{"enchanted":true,"gvalue":7};"SPD";9;{"enchanted":false,"gvalue":3};"row_286";286;38226800802;0;0;"Inventory";"Inventory";false;99.11;"Vampire";3;6;12;"DEF flat";118;"";0;0;8;"-";"-";"-";"-";15;"-";36;"-";9;"-";"Hero";99.11
"CDmg";11;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"DEF%";27;{"enchanted":false,"gvalue":6};"HP flat";138;{"enchanted":false,"gvalue":0};"row_287";287;38445922364;0;0;"Inventory";"Inventory";false;78.31;"Vampire";3;6;12;"DEF flat";118;"";0;0;"-";11;"-";"-";"-";27;"-";"-";138;"-";5;"Hero";78.31
"RES";15;{"enchanted":false,"gvalue":0};"HP flat";160;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"row_288";288;38579144626;0;0;"Inventory";"Inventory";false;68.49;"Vampire";3;6;6;"DEF flat";70;"DEF%";5;0;15;7;"-";"-";"-";"-";"-";7;160;"-";"-";"Legend";82.77
"CDmg";17;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"";0;{};"row_289";289;38606758525;0;0;"Inventory";"Inventory";false;70.92;"Vampire";3;6;9;"DEF flat";94;"";0;0;"-";17;"-";7;"-";"-";"-";13;"-";"-";"-";"Hero";78.06
"CRate";10;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"DEF%";16;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"row_290";290;38644453373;0;0;"Inventory";"Inventory";false;89.46;"Vampire";3;6;12;"DEF flat";118;"HP%";8;0;"-";13;"-";8;"-";16;"-";"-";"-";"-";10;"Hero";89.46
"DEF%";6;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"row_291";291;38646455123;0;0;"Inventory";"Inventory";false;60.33;"Vampire";3;6;0;"DEF flat";22;"SPD";5;0;5;4;"-";"-";"-";6;"-";"-";"-";"-";4;"Legend";88.9
"DEF%";19;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"";0;{};"row_292";292;38656191714;0;0;"Inventory";"Inventory";false;67.6;"Vampire";3;6;9;"DEF flat";94;"";0;0;"-";5;"-";"-";"-";19;"-";11;"-";"-";"-";"Hero";74.74
"SPD";6;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"HP flat";144;{"enchanted":false,"gvalue":0};"";0;{};"row_293";293;38692958535;0;0;"Inventory";"Inventory";false;54.94;"Vampire";3;6;0;"DEF flat";22;"DEF%";6;0;"-";"-";"-";"-";"-";"-";"-";6;144;6;"-";"Hero";83.51
"HP%";5;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"row_294";294;38693080319;0;0;"Inventory";"Inventory";false;54.97;"Vampire";3;6;0;"DEF flat";22;"";0;0;6;4;"-";6;"-";"-";"-";5;"-";"-";"-";"Legend";83.55
"CDmg";8;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"ACC";21;{"enchanted":false,"gvalue":0};"row_295";295;38756646360;0;0;"Inventory";"Inventory";false;85.25;"Vampire";3;6;12;"DEF flat";118;"DEF%";6;0;"-";8;"-";21;"-";"-";"-";14;"-";"-";4;"Legend";85.25
"DEF%";5;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_296";296;38759924056;0;0;"Inventory";"Inventory";false;44.26;"Vampire";3;6;0;"DEF flat";22;"";0;0;"-";4;"-";"-";"-";5;"-";"-";"-";"-";"-";"Rare";72.83
"HP%";5;{"enchanted":false,"gvalue":0};"ACC";22;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"row_297";297;38785750705;0;0;"Inventory";"Inventory";false;74.11;"Vampire";3;6;9;"DEF flat";94;"DEF%";8;0;"-";"-";"-";22;"-";"-";"-";5;"-";6;"-";"Hero";81.25
"ACC";5;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"row_298";298;38507311550;0;0;"Inventory";"Inventory";false;62.5;"Vampire";4;6;3;"ATK%";20;"RES";5;0;"-";"-";"-";5;"-";12;"-";"-";"-";6;"-";"Hero";83.93
"CRate";15;{"enchanted":false,"gvalue":0};"DEF%";16;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"";0;{};"row_299";299;38564202018;0;0;"Inventory";"Inventory";false;73.21;"Vampire";4;6;9;"CDmg";47;"";0;0;"-";"-";"-";"-";"-";16;"-";6;"-";"-";15;"Hero";80.36
"DEF%";6;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_300";300;38665484158;0;0;"Inventory";"Inventory";false;49.55;"Vampire";4;6;0;"CRate";7;"HP flat";140;0;"-";"-";"-";8;"-";6;"-";"-";"-";"-";"-";"Rare";78.12
"ACC";12;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"";0;{};"row_301";301;38685217066;0;0;"Inventory";"Inventory";false;69.05;"Vampire";4;6;7;"DEF%";32;"RES";5;0;"-";"-";"-";12;"-";"-";"-";7;"-";10;"-";"Hero";83.33
"RES";6;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_302";302;38759962493;0;0;"Inventory";"Inventory";false;50.36;"Vampire";4;6;0;"DEF%";11;"DEF flat";12;0;6;"-";"-";"-";8;"-";"-";"-";"-";"-";"-";"Rare";78.93
"CDmg";15;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"";0;{};"row_303";303;34768965165;0;0;"Inventory";"Inventory";false;74.83;"Vampire";5;6;9;"HP flat";1440;"DEF%";7;0;"-";15;"-";"-";"-";"-";"-";5;"-";"-";11;"Hero";81.97
"ATK%";26;{"enchanted":false,"gvalue":5};"HP%";11;{"enchanted":false,"gvalue":4};"CDmg";18;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":4};"row_304";304;34855100705;0;0;"Inventory";"Inventory";false;102;"Vampire";5;6;12;"HP flat";1800;"DEF%";6;0;"-";18;"-";"-";26;"-";"-";11;"-";8;"-";"Legend";102
"SPD";15;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"ACC";13;{"enchanted":false,"gvalue":0};"";0;{};"row_305";305;36225984773;0;0;"Inventory";"Inventory";false;69.94;"Vampire";5;6;9;"HP flat";1440;"";0;0;"-";"-";"-";13;"-";"-";"-";"-";"-";15;4;"Hero";77.08
"SPD";4;{"enchanted":false,"gvalue":0};"CRate";20;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"";0;{};"row_306";306;38476654937;0;0;"Inventory";"Inventory";false;71.07;"Vampire";5;6;9;"HP flat";1440;"ATK flat";13;0;"-";"-";"-";"-";"-";"-";"-";5;"-";4;20;"Hero";78.21
"RES";4;{"enchanted":false,"gvalue":0};"CRate";23;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"";0;{};"row_307";307;38507645605;0;0;"Inventory";"Inventory";false;71.43;"Vampire";5;6;9;"HP flat";1440;"";0;0;4;"-";"-";"-";"-";"-";"-";"-";"-";4;23;"Hero";78.57
"DEF%";10;{"enchanted":false,"gvalue":4};"ATK%";12;{"enchanted":false,"gvalue":7};"HP%";16;{"enchanted":false,"gvalue":6};"ACC";24;{"enchanted":false,"gvalue":0};"row_308";308;38607089505;0;0;"Inventory";"Inventory";false;95.83;"Vampire";5;6;12;"HP flat";1800;"CRate";4;0;"-";"-";"-";24;12;10;"-";16;"-";"-";"-";"Legend";95.83
"ATK%";20;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"DEF flat";15;{"enchanted":false,"gvalue":0};"row_309";309;38607239406;0;0;"Inventory";"Inventory";false;79.76;"Vampire";5;6;12;"HP flat";1800;"RES";7;0;"-";"-";"-";"-";20;6;15;"-";"-";"-";10;"Hero";79.76
"HP%";19;{"enchanted":false,"gvalue":0};"ATK flat";10;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"";0;{};"row_310";310;38613640237;0;0;"Inventory";"Inventory";false;73.51;"Vampire";5;6;9;"HP flat";1440;"ATK%";8;0;"-";"-";10;"-";"-";"-";"-";19;"-";"-";10;"Hero";80.65
"ATK%";13;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"";0;{};"row_311";311;38632515630;0;0;"Inventory";"Inventory";false;75.81;"Vampire";5;6;9;"HP flat";1440;"DEF%";6;0;"-";11;"-";"-";13;"-";"-";"-";"-";"-";10;"Hero";82.95
"DEF%";8;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"";0;{};"row_312";312;38642197073;0;0;"Inventory";"Inventory";false;53.93;"Vampire";5;6;0;"HP flat";360;"ATK flat";12;0;4;"-";"-";"-";"-";8;"-";6;"-";"-";"-";"Hero";82.5
"DEF%";7;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"ATK%";11;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"row_313";313;38659730917;0;0;"Inventory";"Inventory";false;79.17;"Vampire";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";"-";11;7;"-";8;"-";17;"-";"Hero";79.17
"ACC";18;{"enchanted":false,"gvalue":0};"DEF flat";18;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":0};"";0;{};"row_314";314;38685924367;0;0;"Inventory";"Inventory";false;67.5;"Vampire";5;6;9;"HP flat";1440;"";0;0;"-";"-";"-";18;14;"-";18;"-";"-";"-";"-";"Hero";74.64
"DEF%";6;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_315";315;38726086755;0;0;"Inventory";"Inventory";false;52.3;"Vampire";5;6;0;"HP flat";360;"CDmg";4;0;"-";"-";"-";"-";8;6;"-";"-";"-";"-";"-";"Rare";80.87
"CRate";10;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":0};"";0;{};"row_316";316;38741451233;0;0;"Inventory";"Inventory";false;77.38;"Vampire";5;6;9;"HP flat";1440;"CDmg";7;0;"-";"-";"-";"-";"-";"-";"-";12;"-";10;10;"Hero";84.52
"ATK flat";10;{"enchanted":false,"gvalue":0};"DEF flat";18;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_317";317;38775343873;0;0;"Inventory";"Inventory";false;40.71;"Vampire";5;6;0;"HP flat";360;"";0;0;"-";"-";10;"-";"-";"-";18;"-";"-";"-";"-";"Rare";69.29
"ATK%";18;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"DEF flat";32;{"enchanted":false,"gvalue":0};"row_318";318;38580685364;0;0;"Inventory";"Inventory";false;75.1;"Vampire";6;6;9;"HP%";38;"DEF%";6;0;"-";5;"-";8;18;"-";32;"-";"-";"-";"-";"Legend";82.24
"CDmg";7;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"";0;{};"row_319";319;38693257167;0;0;"Inventory";"Inventory";false;53.87;"Vampire";6;6;0;"ACC";12;"";0;0;"-";7;"-";"-";7;"-";"-";"-";"-";4;"-";"Hero";82.44
"ATK%";6;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_320";320;38726113810;0;0;"Inventory";"Inventory";false;47.02;"Vampire";6;6;0;"ACC";12;"";0;0;"-";"-";"-";"-";6;"-";"-";"-";"-";"-";5;"Rare";75.6
"SPD";10;{"enchanted":false,"gvalue":0};"CDmg";16;{"enchanted":false,"gvalue":0};"HP flat";500;{"enchanted":false,"gvalue":244};"CRate";5;{"enchanted":false,"gvalue":0};"row_321";321;32049709786;0;0;"Inventory";"Inventory";false;79.12;"Violent";1;6;12;"ATK flat";118;"ATK%";5;0;"-";16;"-";"-";"-";"-";"-";"-";500;10;5;"Hero";79.12
"RES";21;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"row_322";322;36544812160;0;0;"Inventory";"Inventory";false;83.04;"Violent";1;6;12;"ATK flat";118;"";0;0;21;"-";"-";"-";8;"-";"-";12;"-";"-";9;"Legend";83.04
"CRate";9;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"HP flat";208;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"row_323";323;38031869221;0;0;"Inventory";"Inventory";false;78.68;"Violent";1;6;12;"ATK flat";118;"ATK%";8;0;"-";4;"-";"-";"-";"-";"-";"-";208;16;9;"Hero";78.68
"ACC";11;{"enchanted":false,"gvalue":0};"CDmg";9;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"ATK%";21;{"enchanted":false,"gvalue":0};"row_324";324;38057837352;0;0;"Inventory";"Inventory";false;85.97;"Violent";1;6;12;"ATK flat";118;"RES";8;0;"-";9;"-";11;21;"-";"-";6;"-";"-";"-";"Legend";85.97
"HP flat";272;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"CDmg";19;{"enchanted":false,"gvalue":0};"ATK%";12;{"enchanted":false,"gvalue":0};"row_325";325;38057915911;0;0;"Inventory";"Inventory";false;81.5;"Violent";1;6;12;"ATK flat";118;"";0;0;"-";19;"-";"-";12;"-";"-";"-";272;11;"-";"Legend";81.5
"SPD";8;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"ATK%";19;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"row_326";326;38314250829;0;0;"Inventory";"Inventory";false;80.82;"Violent";1;6;12;"ATK flat";118;"CDmg";6;0;6;"-";"-";"-";19;"-";"-";8;"-";8;"-";"Hero";80.82
"ATK%";35;{"enchanted":false,"gvalue":5};"SPD";9;{"enchanted":false,"gvalue":3};"CRate";4;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"row_327";327;38389362795;0;0;"Inventory";"Inventory";false;86.9;"Violent";1;6;12;"ATK flat";118;"";0;0;5;"-";"-";"-";35;"-";"-";"-";"-";9;4;"Hero";86.9
"ATK%";7;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"HP%";20;{"enchanted":false,"gvalue":6};"RES";8;{"enchanted":false,"gvalue":0};"row_328";328;38415495947;0;0;"Inventory";"Inventory";false;92.13;"Violent";1;6;12;"ATK flat";118;"CDmg";6;0;8;"-";"-";"-";7;"-";"-";20;"-";"-";16;"Hero";92.13
"HP flat";639;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"CDmg";8;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":0};"row_329";329;38456126464;0;0;"Inventory";"Inventory";false;74.07;"Violent";1;6;12;"ATK flat";118;"";0;0;"-";8;"-";"-";14;"-";"-";13;639;"-";"-";"Legend";74.07
"ATK%";14;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"HP%";19;{"enchanted":false,"gvalue":0};"";0;{};"row_330";330;38550837282;0;0;"Inventory";"Inventory";false;69.94;"Violent";1;6;9;"ATK flat";94;"";0;0;"-";"-";"-";"-";14;"-";"-";19;"-";"-";4;"Hero";77.08
"CRate";4;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"CDmg";19;{"enchanted":false,"gvalue":0};"";0;{};"row_331";331;33890845339;0;0;"Inventory";"Inventory";false;75.94;"Violent";1;6;9;"ATK flat";94;"ACC";5;0;"-";19;"-";"-";"-";"-";"-";13;"-";"-";4;"Hero";83.08
"HP%";11;{"enchanted":false,"gvalue":4};"CRate";13;{"enchanted":false,"gvalue":0};"ATK%";17;{"enchanted":false,"gvalue":5};"CDmg";5;{"enchanted":true,"gvalue":0};"row_332";332;31706606687;0;0;"Inventory";"Inventory";false;88.44;"Violent";1;6;15;"ATK flat";160;"SPD";6;0;"-";5;"-";"-";17;"-";"-";11;"-";"-";13;"Hero";88.44
"CDmg";13;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"ACC";16;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"row_333";333;38747568512;0;0;"Inventory";"Inventory";false;82.02;"Violent";1;6;12;"ATK flat";118;"";0;0;"-";13;"-";16;13;"-";"-";8;"-";"-";"-";"Hero";82.02
"CRate";12;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"";0;{};"row_334";334;38762544092;0;0;"Inventory";"Inventory";false;73.72;"Violent";1;6;9;"ATK flat";94;"";0;0;"-";11;"-";"-";"-";"-";"-";14;"-";"-";12;"Hero";80.87
"RES";19;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"";0;{};"row_335";335;38763281856;0;0;"Inventory";"Inventory";false;72.79;"Violent";1;6;9;"ATK flat";94;"HP flat";330;0;19;"-";"-";7;"-";"-";"-";"-";"-";9;"-";"Hero";79.93
"SPD";6;{"enchanted":true,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"ATK%";23;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"row_336";336;38763694067;0;0;"Inventory";"Inventory";false;80.36;"Violent";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";6;23;"-";"-";13;"-";6;"-";"Hero";80.36
"ACC";7;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"HP flat";609;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"row_337";337;36083571834;0;0;"Inventory";"Inventory";false;80.24;"Violent";2;6;12;"ATK%";47;"ATK flat";19;0;"-";11;"-";7;"-";"-";"-";"-";609;15;"-";"Legend";80.24
"CRate";9;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":0};"";0;{};"row_338";338;38131127097;0;0;"Inventory";"Inventory";false;70.36;"Violent";2;6;9;"DEF%";38;"DEF flat";14;0;"-";"-";"-";"-";"-";"-";"-";12;"-";9;9;"Hero";77.5
"DEF%";5;{"enchanted":false,"gvalue":0};"ACC";20;{"enchanted":false,"gvalue":0};"RES";24;{"enchanted":false,"gvalue":0};"DEF flat";11;{"enchanted":false,"gvalue":0};"row_339";339;38296721451;0;0;"Inventory";"Inventory";false;81.43;"Violent";2;6;12;"HP%";47;"";0;0;24;"-";"-";20;"-";5;11;"-";"-";"-";"-";"Legend";81.43
"SPD";11;{"enchanted":false,"gvalue":3};"ACC";15;{"enchanted":false,"gvalue":0};"ATK flat";11;{"enchanted":false,"gvalue":0};"HP%";26;{"enchanted":false,"gvalue":5};"row_340";340;38471988879;0;0;"Inventory";"Inventory";false;89.7;"Violent";2;6;12;"ATK%";47;"DEF flat";13;0;"-";"-";11;15;"-";"-";"-";26;"-";11;"-";"Legend";89.7
"ATK%";13;{"enchanted":false,"gvalue":5};"ACC";5;{"enchanted":false,"gvalue":0};"SPD";21;{"enchanted":false,"gvalue":3};"HP%";18;{"enchanted":false,"gvalue":5};"row_341";341;31953547511;0;0;"Inventory";"Inventory";false;98.81;"Violent";2;6;15;"DEF%";63;"CRate";5;0;"-";"-";"-";5;13;"-";"-";18;"-";21;"-";"Legend";98.81
"ACC";15;{"enchanted":false,"gvalue":0};"HP flat";237;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"CDmg";22;{"enchanted":false,"gvalue":0};"row_342";342;34296315277;0;0;"Inventory";"Inventory";false;78.28;"Violent";2;6;15;"HP%";63;"";0;0;"-";22;"-";15;"-";5;"-";"-";237;"-";"-";"Legend";78.28
"CDmg";10;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"DEF%";15;{"enchanted":false,"gvalue":0};"";0;{};"row_343";343;38531846990;0;0;"Inventory";"Inventory";false;74.1;"Violent";2;6;9;"HP%";38;"HP flat";178;0;"-";10;"-";"-";"-";15;"-";"-";"-";11;"-";"Hero";81.24
"CDmg";23;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"row_344";344;38763190594;0;0;"Inventory";"Inventory";false;78.35;"Violent";2;6;12;"SPD";31;"ATK flat";19;0;"-";23;"-";6;"-";5;"-";"-";"-";"-";5;"Hero";78.35
"SPD";10;{"enchanted":false,"gvalue":0};"RES";13;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"row_345";345;32049817227;0;0;"Inventory";"Inventory";false;74.91;"Violent";3;6;12;"DEF flat";118;"";0;0;13;4;"-";"-";"-";"-";"-";13;"-";10;"-";"Hero";74.91
"ACC";8;{"enchanted":false,"gvalue":0};"HP%";10;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"CDmg";15;{"enchanted":false,"gvalue":0};"row_346";346;37727905481;0;0;"Inventory";"Inventory";false;79;"Violent";3;6;12;"DEF flat";118;"";0;0;"-";15;"-";8;"-";"-";"-";10;"-";10;"-";"Legend";79
"SPD";11;{"enchanted":false,"gvalue":0};"DEF%";11;{"enchanted":false,"gvalue":0};"CRate";12;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"row_347";347;37788232290;0;0;"Inventory";"Inventory";false;76.49;"Violent";3;6;12;"DEF flat";118;"";0;0;4;"-";"-";"-";"-";11;"-";"-";"-";11;12;"Hero";76.49
"ACC";13;{"enchanted":false,"gvalue":0};"RES";15;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"row_348";348;38042927282;0;0;"Inventory";"Inventory";false;78.87;"Violent";3;6;12;"DEF flat";118;"DEF%";7;0;15;"-";"-";13;"-";"-";"-";"-";"-";6;4;"Hero";78.87
"CRate";9;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"";0;{};"row_349";349;38149066508;0;0;"Inventory";"Inventory";false;76.19;"Violent";3;6;9;"DEF flat";94;"DEF%";7;0;"-";"-";"-";"-";"-";"-";"-";13;"-";10;9;"Hero";83.33
"DEF%";14;{"enchanted":false,"gvalue":0};"HP%";10;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"HP flat";491;{"enchanted":false,"gvalue":0};"row_350";350;38149152612;0;0;"Inventory";"Inventory";false;79.85;"Violent";3;6;12;"DEF flat";118;"SPD";4;0;"-";13;"-";"-";"-";14;"-";10;491;"-";"-";"Legend";79.85
"CRate";18;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"";0;{};"row_351";351;38491009507;0;0;"Inventory";"Inventory";false;70.24;"Violent";3;6;9;"DEF flat";94;"";0;0;8;"-";"-";"-";"-";"-";"-";"-";"-";5;18;"Hero";77.38
"SPD";6;{"enchanted":false,"gvalue":0};"DEF%";13;{"enchanted":false,"gvalue":0};"ACC";20;{"enchanted":false,"gvalue":0};"";0;{};"row_352";352;38519685289;0;0;"Inventory";"Inventory";false;78.57;"Violent";3;6;9;"DEF flat";94;"RES";7;0;"-";"-";"-";20;"-";13;"-";"-";"-";6;"-";"Hero";85.71
"SPD";10;{"enchanted":false,"gvalue":0};"HP flat";374;{"enchanted":false,"gvalue":0};"RES";20;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"row_353";353;38519871661;0;0;"Inventory";"Inventory";false;80.65;"Violent";3;6;12;"DEF flat";118;"HP%";5;0;20;7;"-";"-";"-";"-";"-";"-";374;10;"-";"Hero";80.65
"HP flat";353;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"HP%";18;{"enchanted":false,"gvalue":0};"";0;{};"row_354";354;38531127788;0;0;"Inventory";"Inventory";false;74.2;"Violent";3;6;9;"DEF flat";94;"CDmg";7;0;"-";"-";"-";"-";"-";"-";"-";18;353;10;"-";"Hero";81.34
"ACC";23;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"CDmg";10;{"enchanted":false,"gvalue":0};"";0;{};"row_355";355;38550187097;0;0;"Inventory";"Inventory";false;72.41;"Violent";3;6;9;"DEF flat";94;"";0;0;"-";10;"-";23;"-";"-";"-";"-";"-";"-";5;"Hero";79.55
"RES";7;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"HP flat";551;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"row_356";356;38550873796;0;0;"Inventory";"Inventory";false;63.88;"Violent";3;6;6;"DEF flat";70;"";0;0;7;"-";"-";4;"-";"-";"-";"-";551;"-";11;"Legend";78.16
"HP%";14;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"DEF%";15;{"enchanted":false,"gvalue":5};"CDmg";4;{"enchanted":false,"gvalue":0};"row_357";357;31542548365;0;0;"Inventory";"Inventory";false;76.4;"Violent";3;6;12;"DEF flat";118;"";0;0;"-";4;"-";"-";"-";15;"-";14;"-";"-";9;"Hero";76.4
